Locus_Tag,Protein Name,KO_IDs_list,log2FC,KEGG_Pathways_list,Tags_list,Subcategories,Confidence_Score,Notes
BFJEKD_10965,Hypothetical protein,,-2.95889230357793,,"hypothetical protein, uncharacterized",['Secretion & Transport Systems'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected."
BFJEKD_06300,Hypothetical protein,,-2.95213288958851,,"hypothetical protein, unknown function",['Carbon Concentrating & Fixation'],Low,No functional annotation or domain detected; sequence available but no homology or domain info.
BFJEKD_15980,alpha-amylase (maltose alpha-D-glucosyltransferase),K05343,-2.94337637847908,Starch and sucrose metabolism,"starch metabolism, alpha-amylase, carbohydrate metabolism, hydrolase",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with starch degradation function. Suitable for grouping in carbohydrate metabolism and differential expression related to polysaccharide utilization."
BFJEKD_16885,iron-sulfur cluster insertion protein ErpA,K15724,-2.93507276056059,Aminoacyl-tRNA biosynthesis,"iron-sulfur cluster assembly, protein maturation, metalloenzyme cofactor insertion",['Cell Wall & Envelope Biogenesis'],High,Well-annotated iron-sulfur cluster insertion protein; important for maturation of Fe-S cluster-containing enzymes.
BFJEKD_05985,AsnC family transcriptional regulator,,-2.92933928547005,,"transcriptional regulator, AsnC family, DNA binding",['Toxin-Antitoxin & Phage Defense'],High,Well annotated transcriptional regulator with characteristic PFAM domains; important for gene expression regulation studies.
BFJEKD_08510,Sulfate permease SulP family,K03321,-2.92903075128349,Two-component system,"membrane transporter, anion transporter, sulfate permease, MFS superfamily",['Toxin-Antitoxin & Phage Defense'],High,Sulfate permease involved in anion transport; important for sulfur metabolism and environmental response.
BFJEKD_17780,"Phosphoglycolate phosphatase, HAD superfamily","K01091, K01560, K07025, K08723",-2.92551241359129,"Glyoxylate and dicarboxylate metabolism, Glycolysis / Gluconeogenesis","phosphatase, metabolism, HAD superfamily, glycolate metabolism",['Toxin-Antitoxin & Phage Defense'],High,Multiple KO and EC numbers indicate multifunctional phosphatase activity; broad GO terms reflect diverse metabolic roles.
BFJEKD_03455,chlorophyllide a reductase iron protein subunit X,K11333,-2.92053077417228,Porphyrin and chlorophyll metabolism,"photosynthesis, bacteriochlorophyll biosynthesis, oxidoreductase, iron-sulfur protein, membrane protein",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with bacteriochlorophyll biosynthesis; suitable for grouping in photosynthesis-related pathways."
BFJEKD_19315,Cytochrome c',,-2.88326765812843,Oxidative phosphorylation,"electron transport, cytochrome, oxidative phosphorylation",['Cell Wall & Envelope Biogenesis'],Medium,No KO assigned but strong PFAM and GO evidence for cytochrome function; relevant for energy metabolism and respiration.
BFJEKD_07775,glutathione peroxidase,K00432,-2.88230286343704,Glutathione metabolism,"oxidative stress response, peroxidase, antioxidant enzyme, glutathione metabolism",['Cell Wall & Envelope Biogenesis'],High,Well-annotated antioxidant enzyme involved in detoxification of peroxides; important for stress response analysis.
BFJEKD_15970,phosphate starvation-inducible protein PhoH,K06217,-2.88097921501283,,"phosphate starvation, stress response, ATPase","['Protein Folding, Quality Control & Stress Response']",Medium,"Protein induced under phosphate starvation, likely ATPase activity. KO and PFAM support annotation, but function not fully characterized. Useful for stress response grouping."
BFJEKD_03935,Small-conductance mechanosensitive channel MscS,K22044,-2.86754315766929,Bacterial secretion system,"mechanosensitive channel, ion channel, membrane protein",['Unknown & Hypothetical Proteins'],High,Well-characterized mechanosensitive channel involved in osmotic stress response.
BFJEKD_01365,SUF system Fe-S cluster assembly protein SufT,,-2.86409147820627,,"iron-sulfur cluster assembly, Fe-S maturation",['Cofactors & Vitamin Metabolism'],Medium,No KO or GO terms; annotation based on PFAM and COG; likely involved in Fe-S cluster assembly but less characterized.
BFJEKD_10085,Succinate-semialdehyde dehydrogenase / Glutarate-semialdehyde dehydrogenase,K00135,-2.86282312108748,"Alanine, aspartate and glutamate metabolism, Phenylalanine metabolism","aldehyde dehydrogenase, amino acid metabolism, NAD-dependent enzyme",['Amino Acid Biosynthesis'],High,Multiple EC numbers and KO confirm multifunctional aldehyde dehydrogenase involved in amino acid metabolism.
BFJEKD_01375,Fe-S cluster assembly protein SufD,K09015,-2.85931273207177,Aminoacyl-tRNA biosynthesis,"iron-sulfur cluster assembly, Fe-S maturation",['Transcription Machinery & Regulators'],High,SufD is a key component of the SUF Fe-S cluster assembly complex; well supported by KO and GO.
BFJEKD_02340,Hypothetical protein,,-2.85233921041898,,"hypothetical protein, unknown function",['Lipid Transport and Binding'],Low,No functional annotation or domain information available; likely uncharacterized protein.
BFJEKD_17790,Guanosine monophosphate reductase,"K00088, K00364",-2.84436031216358,Purine metabolism,"purine metabolism, IMP dehydrogenase, nucleotide biosynthesis",['Polyhydroxyalkanoates & Storage Lipids'],High,Key enzyme in purine metabolism with dual EC numbers; important for nucleotide biosynthesis regulation.
BFJEKD_19340,Hypothetical protein,,-2.83960889873614,,"unknown function, hypothetical protein, membrane protein",['Secretion & Transport Systems'],Low,Short hydrophobic sequence suggests membrane localization but no functional annotation or domain detected.
BFJEKD_06875,heat-inducible transcriptional repressor HrcA,K03705,-2.83741006773251,Two-component system,"transcriptional regulator, heat shock response, stress response, negative regulator",['Cell Wall & Envelope Biogenesis'],High,Clear function as a heat shock transcriptional repressor with strong domain and GO support; no EC as expected for a regulator.
BFJEKD_19335,Hypothetical protein,,-2.83383659087691,,"unknown function, hypothetical protein",['Secretion & Transport Systems'],Low,No functional annotation or domain information available; sequence contains proline-rich region and possible membrane association but no confident functional assignment.
BFJEKD_05410,Polyhydroxyalkanoate depolymerase PhaZ,K05973,-2.83306552724196,Fatty acid degradation,"hydrolase, polyhydroxyalkanoate degradation, lipid metabolism",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, GO, and PFAM consistent with polyhydroxyalkanoate depolymerase function."
BFJEKD_10955,Cation/acetate symporter ActP,K14393,-2.82476715578942,Transporters,"membrane transporter, symporter, cation transport, acetate transport",['Unknown & Hypothetical Proteins'],High,"Well-supported by KO, COG, PFAM, and GO terms indicating a membrane cation/acetate symporter."
BFJEKD_07630,Cysteine synthase A,K01738,-2.81035549047155,Cysteine and methionine metabolism,"amino acid biosynthesis, cysteine synthesis, PLP-dependent enzyme",['Unknown & Hypothetical Proteins'],High,"Well annotated with KO, EC, GO, COG, and PFAM. Key enzyme in cysteine biosynthesis."
BFJEKD_15320,Mg2+/citrate symporter CitMHS family,K03300,-2.8077289367573,Phosphonate metabolism,"membrane transporter, citrate transporter, symporter, ion transport",['Amino Acid Biosynthesis'],High,"Well annotated with KO, COG, GO, and PFAM. Clear role in citrate and Mg2+ transport. Suitable for transporter grouping and metabolic pathway analysis."
BFJEKD_09070,Co2+/Mg2+ efflux protein ApaG,K06195,-2.80453183084718,Bacterial secretion system,"metal ion transport, efflux transporter, cation homeostasis",['Unknown & Hypothetical Proteins'],Medium,Annotation based on KO and PFAM domain DUF525; function related to metal ion efflux but exact mechanism unclear; useful for grouping metal ion transporters.
BFJEKD_16600,Carbonate dehydratase (Carbonic anhydrase),K01674,-2.80341894849335,Carbon fixation pathways in prokaryotes,"carbonic anhydrase, CO2 metabolism, carbon fixation","['Protein Folding, Quality Control & Stress Response']",High,"Complete annotation with KO, EC, GO, and COG; key enzyme in CO2 metabolism and carbon fixation pathways; important for grouping in metabolic and environmental response analyses."
BFJEKD_03645,stress-induced protein,K06884,-2.79925748124391,,"stress response, acidophilic repeat protein, uncharacterized",['Toxin-Antitoxin & Phage Defense'],Low,Lacks COG and GO annotations; KO and PFAM indicate stress-related function; annotation incomplete.
BFJEKD_06395,Cobalamine-related hypothetical metal-binding protein CrdX,,-2.78551533658574,,"metal binding, cobalamin-related, hypothetical protein",['Amino Acid Biosynthesis'],Low,"Protein likely involved in metal binding related to cobalamin metabolism; lacks KO, EC, and GO annotations; annotation based mainly on PFAM and COG; low confidence for functional assignment."
BFJEKD_15685,Malonyl-CoA decarboxylase,K01578,-2.78454142826391,Fatty acid biosynthesis,"fatty acid metabolism, decarboxylase, enzyme",['Protein Processing & Degradation'],High,KO and EC consistent; key enzyme in fatty acid metabolism; no COG assigned but PFAM domains support function.
BFJEKD_09405,LysR family transcriptional regulator,K04761,-2.78369454979289,Two-component system,"transcriptional regulator, LysR family, DNA binding, regulation",['Toxin-Antitoxin & Phage Defense'],High,Well-annotated LysR family transcriptional regulator involved in transcriptional regulation and environmental response; useful for grouping under transcription factors.
BFJEKD_03450,chlorophyllide a reductase subunit Y,K11334,-2.7811009727956,Porphyrin and chlorophyll metabolism,"chlorophyll biosynthesis, oxidoreductase, photosynthesis, enzyme",['Cell Wall & Envelope Biogenesis'],High,Partner subunit to bchZ in bacteriochlorophyll biosynthesis; essential for pigment production and photosynthesis functional grouping.
BFJEKD_00215,phosphomannomutase / phosphoglucomutase,"K01840, K15778",-2.77347964716326,Amino sugar and nucleotide sugar metabolism,"nucleotide sugar metabolism, carbohydrate metabolism, mutase",['Unknown & Hypothetical Proteins'],High,Enzyme involved in sugar phosphate interconversions; key for polysaccharide biosynthesis and cell wall formation.
BFJEKD_16325,hypothetical protein,,-2.75307101791333,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; sequence available but no known homologs or domains.
BFJEKD_06920,ABC-type transport system ATP-binding protein (YbbA),K02003,-2.74793564533159,ABC transporters,"membrane transporter, ABC transporter, ATPase",['Secretion & Transport Systems'],High,"Well-annotated ABC transporter ATPase component; key for active transport processes, important for membrane transport studies."
BFJEKD_01465,Hypothetical protein,,-2.73268355227624,,"hypothetical protein, unknown function",NA,Low,No functional annotation or domain detected; likely uncharacterized protein.
BFJEKD_13885,ubiquinol-cytochrome c reductase iron-sulfur subunit,K00411,-2.71029248181174,Oxidative phosphorylation,"respiratory chain, electron transport, complex III, membrane protein, iron-sulfur protein",['Protein Processing & Degradation'],High,"Key subunit of complex III in oxidative phosphorylation; well-supported by KO, EC, GO, COG, and PFAM."
BFJEKD_14010,envelope stress response membrane protein PspB,K03970,-2.69097795118503,Two-component system,"envelope stress response, membrane protein, phage shock protein",['Polyhydroxyalkanoates & Storage Lipids'],Medium,Component of phage shock protein system involved in envelope stress response; no EC number; useful for stress response grouping.
BFJEKD_03480,"carotenoid 1,2-hydratase",K09844,-2.69046325629739,Carotenoid biosynthesis,"carotenoid biosynthesis, secondary metabolism, membrane-associated enzyme",['Polyhydroxyalkanoates & Storage Lipids'],High,"Complete annotation with KO, EC, GO, and COG supports strong functional assignment in carotenoid biosynthesis pathway."
BFJEKD_17890,indolepyruvate ferredoxin oxidoreductase alpha subunit,K00179,-2.6883555852738,Tyrosine metabolism,"aromatic amino acid metabolism, oxidoreductase, ferredoxin-dependent enzyme, energy metabolism",['Unknown & Hypothetical Proteins'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent; key enzyme in aromatic amino acid catabolism; relevant for metabolic pathway grouping and expression analysis."
BFJEKD_19330,Hypothetical protein,,-2.67727002646743,,"unknown function, hypothetical protein",['Unknown & Hypothetical Proteins'],Low,No functional annotation or domain information available; sequence suggests possible membrane localization but no confident assignment.
BFJEKD_03475,"CrtD protein (1-hydroxycarotenoid 3,4-desaturase)",K09845,-2.67647700008953,Carotenoid biosynthesis,"photosynthesis, carotenoid biosynthesis, oxidoreductase, flavin enzyme, membrane protein",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, EC, GO, COG, and PFAM; key enzyme in carotenoid biosynthesis; relevant for pigment biosynthesis and photosynthesis functional grouping."
BFJEKD_04090,PEP-CTERM system histidine kinase PrsK,K07636,-2.67465369339762,Two-component system,"two-component system, histidine kinase, signal transduction","['Protein Folding, Quality Control & Stress Response']",High,Histidine kinase of PEP-CTERM system with typical domains and GO terms; KO assigned based on function.
BFJEKD_18505,Autotransporter translocation and assembly protein TamB,K09800,-2.6589863981047,Bacterial secretion system,"protein secretion, TAM complex, outer membrane assembly, translocation",['Cell Wall & Envelope Biogenesis'],High,Integral TAM complex subunit involved in autotransporter assembly; KO and GO terms consistent; no EC assigned as not an enzyme.
BFJEKD_14435,N-formylglutamate deformylase,K01458,-2.65162790858697,Histidine metabolism,"amino acid metabolism, histidine degradation, amidohydrolase, hydrolase",['Cell Wall & Envelope Biogenesis'],High,Complete and consistent annotation; key enzyme in histidine catabolism; relevant for amino acid metabolic pathway grouping.
BFJEKD_16185,UPF0127 family protein (uncharacterized),K09005,-2.64966049314846,,"uncharacterized protein, DUF192, unknown function",['Secretion & Transport Systems'],Low,No functional GO terms or EC numbers; KO suggests possible but unconfirmed function; treat cautiously in grouping and DE analysis.
BFJEKD_14440,histidine ammonia-lyase,K01745,-2.64759540913704,Histidine metabolism,"amino acid metabolism, histidine degradation, lyase, amino acid catabolism","['Protein Folding, Quality Control & Stress Response']",High,Well-annotated histidine ammonia-lyase; essential for histidine catabolism; suitable for amino acid metabolism functional grouping.
BFJEKD_08130,Phd family antitoxin,K19165,-2.6424223726311,Bacterial toxin-antitoxin system,"toxin-antitoxin system, antitoxin, type II TA system",['Cell Wall & Envelope Biogenesis'],High,Complete annotation with KO and COG consistent; no EC or GO expected for antitoxin. Suitable for grouping under toxin-antitoxin modules.
BFJEKD_03590,"Uncharacterized protein YkgJ, contains CxxCxxCC motif",K06940,-2.63935133544479,Two-component system,"metal binding, zinc binding, iron binding, stress response",['Secretion & Transport Systems'],Medium,KO K06940 linked to metal-binding proteins involved in stress response; COG and PFAM support metal ion binding; no GO or EC available.
BFJEKD_14005,hypothetical protein,,-2.63476265478991,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,No functional annotation or domain detected; treat as unknown in grouping and DE analysis.
BFJEKD_03990,"ACP phosphodiesterase (chromate reductase, NAD(P)H dehydrogenase (quinone))",K19784,-2.63452512930461,Drug metabolism - cytochrome P450,"oxidoreductase, redox enzyme, chromate reductase, energy metabolism",['Cell Wall & Envelope Biogenesis'],High,KO annotation supports oxidoreductase function; PFAM and GO terms consistent with NAD(P)H-dependent reductase activity.
BFJEKD_03435,"light-harvesting antenna LH1, alpha subunit",K08926,-2.6236444985367,Photosynthesis,"photosynthesis, light-harvesting complex, membrane protein, antenna complex",['Amino Acid Biosynthesis'],High,Light-harvesting antenna alpha subunit; transfers excitation energy to reaction centers; important for photosynthesis grouping.
BFJEKD_01110,YqaE/Pmp3 family membrane protein,,-2.62209391360262,,"membrane protein, ion transport modulator, proteolipid",['Unknown & Hypothetical Proteins'],Medium,No KO or EC available; annotation based on PFAM and GO membrane localization; likely involved in membrane potential modulation.
BFJEKD_18625,Lysylphosphatidylglycerol synthase,K07027,-2.61953193894369,Glycerophospholipid metabolism,"membrane lipid modification, lysyltransferase, lipid metabolism, membrane protein",['Secretion & Transport Systems'],High,KO and EC consistent; membrane-associated enzyme involved in lipid modification; important for membrane lipid metabolism clusters.
BFJEKD_15160,ribonucleoside-diphosphate reductase subunit alpha,K00525,-2.61939995950006,Purine metabolism,"DNA synthesis, ribonucleotide reductase, deoxyribonucleotide biosynthesis, replication, oxidative stress response","['Protein Folding, Quality Control & Stress Response']",High,"Complete annotation with KO, EC, GO, COG, and PFAM domains. Key enzyme for DNA precursor synthesis."
BFJEKD_03860,peroxiredoxin,K03386,-2.61199035209639,Methane metabolism,"oxidative stress response, peroxiredoxin, antioxidant enzyme",['Secretion & Transport Systems'],High,"Complete annotation with KO, EC, GO, COG, and PFAM; key enzyme in oxidative stress defense; relevant for stress response grouping."
BFJEKD_19615,Cro/Cl family transcriptional regulator,"K07110, K21686",-2.60761006508053,Two-component system,"transcriptional regulator, XRE family, two-component system, DNA binding",['Secretion & Transport Systems'],High,Strong evidence for transcriptional regulator function; KO terms link to two-component system; multiple HTH domains support DNA binding.
BFJEKD_03810,Hypothetical protein,,-2.60706532666109,,"hypothetical protein, unknown function",['Cell Wall & Envelope Biogenesis'],Low,"No functional annotation available; no KO, EC, GO, COG, or PFAM domains detected."
BFJEKD_00465,Manganese ABC transporter ATP-binding protein (ZnuC),"K02074, K09817",-2.59732973450648,ABC transporters,"zinc transport, ABC transporter ATPase, energy coupling",['Unknown & Hypothetical Proteins'],High,Well-annotated ATP-binding subunit of zinc ABC transporter complex. Important for energy coupling in metal ion transport. Group with metal ion transport and ABC transporter proteins.
BFJEKD_12315,Tellurium resistance protein TerC,K05794,-2.5921599765374,Bacterial secretion system,"tellurite resistance, membrane transporter, metal resistance",['Secretion & Transport Systems'],High,Key protein for tellurite resistance; important for grouping under heavy metal resistance and membrane transport.
BFJEKD_03895,(2S)-methylsuccinyl-CoA dehydrogenase,K14448,-2.58540331107853,Fatty acid degradation,"fatty acid metabolism, acyl-CoA dehydrogenase, oxidoreductase, energy metabolism",['Protein Processing & Degradation'],High,"Complete annotation with KO, EC, GO, COG, and PFAM domains consistent with fatty acid degradation function. Suitable for grouping under energy metabolism and fatty acid catabolism."
BFJEKD_14720,transaldolase,K00616,-2.58521304561366,Pentose phosphate pathway,"pentose phosphate pathway, carbohydrate metabolism, transferase",['Toxin-Antitoxin & Phage Defense'],High,"Complete annotation with KO, EC, GO, COG, and PFAM; key enzyme in pentose phosphate pathway for metabolite balance."
BFJEKD_11450,Uncharacterized protein DUF2147 family,,-2.58311885469257,,"hypothetical protein, DUF2147",['Amino Acid Biosynthesis'],Low,No functional annotation or domain detected. Conserved hypothetical protein with DUF2147 domain family annotation in description but no PFAM domain assigned here. Low confidence for functional grouping.
BFJEKD_04400,Putative heavy-metal exporter,,-2.57165159562198,,"heavy metal exporter, membrane transporter, efflux pump",['Secretion & Transport Systems'],Medium,"No KO, EC, or GO annotations available. PFAM domain indicates heavy metal efflux function. Useful for grouping in metal resistance or membrane transport clusters."
BFJEKD_18360,EipB-like protein,,-2.5715715643176,,"unknown function, DUF1849",['Carbon Concentrating & Fixation'],Low,No functional annotation available beyond DUF1849 domain; consider experimental validation or comparative genomics for functional inference.
BFJEKD_03575,Flavorubredoxin,,-2.56441798373928,,"redox protein, electron transport, iron-sulfur protein, nitric oxide response",['Unknown & Hypothetical Proteins'],High,Well annotated with GO and COG; typical rubredoxin domain and function; no KO or EC but GO terms strongly support redox electron transfer role.
BFJEKD_01360,Fe-S cluster assembly scaffold SufA,K13628,-2.56060173446351,Aminoacyl-tRNA biosynthesis,"iron-sulfur cluster assembly, Fe-S scaffold, metabolism",['Secretion & Transport Systems'],High,Complete annotation with KO and GO terms consistent with Fe-S cluster scaffold function; important for Fe-S cluster biogenesis.
BFJEKD_18820,enoyl-CoA hydratase,,-2.55560605237984,Fatty acid degradation,"fatty acid degradation, hydratase, lipid metabolism",['Unknown & Hypothetical Proteins'],Medium,Enoyl-CoA hydratase catalyzes hydration of enoyl-CoA in fatty acid degradation. KO missing but EC and PFAM domain confirm function. GO term 'mitochondrion' may reflect eukaryotic annotation; bacterial localization likely cytoplasmic or membrane-associated.
BFJEKD_07780,MarR family transcriptional regulator,K23775,-2.54450297214842,,"transcriptional regulator, MarR family, stress response, DNA-binding protein","['Protein Folding, Quality Control & Stress Response']",High,Key regulator of multiple antibiotic resistance and oxidative stress response; relevant for regulatory network analysis.
BFJEKD_09625,"Pirin (quercetin 2,3-dioxygenase)",K06911,-2.5378408242919,Glutathione metabolism,"oxidative stress response, metal ion binding, dioxygenase, transcription regulation",['Secretion & Transport Systems'],High,"Pirin protein with quercetin dioxygenase activity; involved in oxidative stress and metal ion binding; well supported by KO, EC, GO, COG, and PFAM."
BFJEKD_14150,DUF2892 domain-containing protein,,-2.53405377406803,,"unknown function, DUF",['Amino Acid Biosynthesis'],Low,"No functional annotation available; no KO, EC, GO, or COG terms; likely hypothetical or uncharacterized protein."
BFJEKD_14145,Prokaryotic cytochrome b561,,-2.53133623179906,,"electron transport, membrane protein, cytochrome, respiration",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; annotation based on PFAM and GO terms indicating electron transport function; useful for grouping respiratory chain components.
BFJEKD_12350,DUF3018 domain-containing protein,,-2.53030976106571,,"unknown function, DUF3018",['Amino Acid Biosynthesis'],Low,No functional annotation available; domain of unknown function; low confidence for functional grouping or DE analysis.
BFJEKD_17560,Hypothetical protein,,-2.52969825718519,,"hypothetical protein, unknown function",['Unknown & Hypothetical Proteins'],Low,No functional annotation available; likely uncharacterized protein. Exclude or treat cautiously in downstream analyses.
BFJEKD_02460,DUF2076 domain-containing protein,K09945,-2.52650510012162,,"uncharacterized protein, conserved hypothetical",['DNA Repair & Recombination'],Low,Conserved but uncharacterized protein with limited functional information. Group separately or exclude from functional enrichment.
BFJEKD_12690,Xanthine dehydrogenase accessory factor XdhC,K07402,-2.50528461326669,Purine metabolism,"purine metabolism, xanthine dehydrogenase accessory, cofactor assembly",['Carbon Concentrating & Fixation'],Medium,Accessory factor for xanthine dehydrogenase; KO and PFAM support role in purine metabolism; no GO or EC data available.
BFJEKD_09605,Aerotolerance regulator BatA,,-2.50236065589117,,"aerotolerance regulation, membrane protein, stress response",['Unknown & Hypothetical Proteins'],Medium,"Protein likely involved in aerotolerance regulation with membrane localization; lacks KO and GO annotations, but PFAM domains BatA and DUF4159 support function. Useful for grouping under oxidative stress response."
BFJEKD_07065,Tellurite resistance membrane protein TerC,K05794,-2.49513813663856,Bacterial secretion system,"membrane protein, tellurite resistance, heavy metal resistance",['Toxin-Antitoxin & Phage Defense'],High,KO and PFAM domain confirm function in tellurite resistance; limited GO terms reflect membrane localization.
BFJEKD_09670,ligand-binding protein SH3 domain,,-2.49020089924408,,"protein binding, SH3 domain, protein interaction","['Protein Folding, Quality Control & Stress Response']",Medium,Limited functional annotation; domain indicates role in protein interactions; useful for grouping by domain architecture.
BFJEKD_08120,Zinc-binding alcohol dehydrogenase family protein (Quinone oxidoreductase subfamily),"K00344, K09760",-2.48380308123221,"Oxidative phosphorylation, Nicotinate and nicotinamide metabolism","oxidoreductase, quinone oxidoreductase, zinc-binding, energy metabolism, NADH dehydrogenase, redox enzyme",['Amino Acid Biosynthesis'],High,KO terms K00344 and K09760 correspond to NADH:quinone oxidoreductase activity (EC 1.6.5.5). The protein is well annotated with consistent PFAM domains and GO terms supporting oxidoreductase function. Suitable for grouping under energy metabolism and redox enzyme clusters.
BFJEKD_02785,Flagellar P-ring protein FlgI,K02394,-2.47512801778212,Flagellar assembly,"flagellar assembly, basal body, cell motility, membrane protein",['Transcription Machinery & Regulators'],High,"P-ring structural protein of flagellar basal body, essential for flagellar stability and function."
BFJEKD_09390,glutathione S-transferase,"K00799, K11209",-2.46800525189588,Glutathione metabolism,"detoxification, glutathione metabolism, oxidoreductase, stress response",['Cell Wall & Envelope Biogenesis'],High,KO terms K00799 and K11209 correspond to glutathione S-transferase activities; EC number inferred from KO; extensive GO terms support function in detoxification and oxidative stress response.
BFJEKD_06305,Branched-chain amino acid ABC-type transport system permease component LivH,K01997,-2.46524360533433,ABC transporters,"amino acid transport, ABC transporter, membrane transporter",['Amino Acid Biosynthesis'],High,Well-annotated permease component of branched-chain amino acid ABC transporter; useful for transport-related grouping.
BFJEKD_18215,4-aminobutyrate---pyruvate transaminase (Aspartate aminotransferase family),K16871,-2.46336851062156,"Glycine, serine and threonine metabolism, Amino acid metabolism","aminotransferase, amino acid metabolism, pyridoxal phosphate enzyme",['Cell Wall & Envelope Biogenesis'],High,"Complete annotation with KO, EC, GO, and PFAM; involved in amino acid metabolism; relevant for metabolic pathway analysis."
BFJEKD_03640,stress-induced protein GsiB,K06884,-2.45458158779412,,"stress response, acidophilic repeat protein, uncharacterized","['Protein Folding, Quality Control & Stress Response']",Medium,Protein likely involved in stress response; lacks detailed GO and EC annotations; KO and PFAM support stress-related function.
BFJEKD_11490,glutaredoxin 3,K03676,-2.43966080741275,Glycolysis / Gluconeogenesis,"redox enzyme, antioxidant, disulfide reduction",['Polyhydroxyalkanoates & Storage Lipids'],High,Confirmed glutaredoxin with oxidoreductase activity; relevant for oxidative stress response.
BFJEKD_19345,DUF1489 domain-containing protein,,-2.4365563077166,,"unknown function, DUF1489",['Secretion & Transport Systems'],Low,"Contains DUF1489 domain, function unknown; no KO, EC, or GO annotations; COG category indicates unknown function."
BFJEKD_07390,CBS domain-containing protein,,-2.42881527402578,,"regulatory protein, CBS domain, signal transduction",['Unknown & Hypothetical Proteins'],Medium,"Contains CBS domain; potential regulatory role, possibly in sensing or signaling."
BFJEKD_16055,DUF2141 domain-containing protein,,-2.42379699553071,,"uncharacterized protein, DUF2141, conserved protein",['Cell Wall & Envelope Biogenesis'],Low,Conserved domain DUF2141 present; no known function assigned; suitable to group as uncharacterized conserved protein.
BFJEKD_10735,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,K07147,-2.41858134195682,Methionine metabolism,"oxidative stress response, methionine sulfoxide reductase, protein repair, redox enzyme",['Protein Processing & Degradation'],High,Well-annotated catalytic subunit of MsrPQ system; key for oxidative stress defense and envelope integrity; important for stress response grouping.
BFJEKD_03430,photosynthetic reaction center subunit L,K08928,-2.41457952829949,Photosynthesis,"photosynthesis, reaction center, membrane protein, energy metabolism",['Unknown & Hypothetical Proteins'],High,Key photosynthetic reaction center subunit; essential for light-driven electron transport; useful for grouping photosynthesis-related genes.
BFJEKD_08325,Na+/H+ antiporter NhaA,K03313,-2.41292666566587,ABC transporters,"Na+/H+ antiporter, membrane transporter, ion transport",['Toxin-Antitoxin & Phage Defense'],High,"Well-annotated Na+/H+ antiporter with KO, COG, GO, and PFAM domains; important for ion homeostasis and pH regulation."
BFJEKD_09600,DUF58 domain-containing protein,,-2.39924642936778,,"uncharacterized protein, DUF58",['Polyhydroxyalkanoates & Storage Lipids'],Medium,Conserved protein with DUF58 domain; some members contain vWA domain but no direct functional annotation available.
BFJEKD_04435,Hypothetical protein,,-2.3888465893094,,"hypothetical protein, unknown function",['Protein Processing & Degradation'],Low,No functional annotation available; consider for further experimental characterization.
BFJEKD_05010,Phasin protein,,-2.37936245757631,,"PHA granule-associated protein, carbon storage, polyhydroxyalkanoate",['Polyhydroxyalkanoates & Storage Lipids'],Medium,"Phasin proteins are associated with PHA granules; no KO or GO annotations available, but PFAM and COG support function."
BFJEKD_17530,PAS domain-containing protein with CheY-homologous receiver domain,,-2.37631593097348,Two-component system,"signal transduction, two-component system, PAS domain, response regulator",['Unknown & Hypothetical Proteins'],Medium,Likely a response regulator involved in two-component signaling; lacks KO but PFAM and GO support function; useful for grouping in regulatory pathways.
BFJEKD_06145,3-demethoxyubiquinol 3-hydroxylase,K06134,-2.37544065699188,Ubiquinone and other terpenoid-quinone biosynthesis,"coenzyme Q biosynthesis, oxidoreductase, membrane protein, electron transport",['Protein Processing & Degradation'],High,"Well-annotated coenzyme Q biosynthesis enzyme with strong KO, EC, GO, and PFAM support; suitable for grouping in respiratory chain and cofactor biosynthesis categories."
BFJEKD_11745,DUF2384 domain-containing protein,,-2.37514895763685,,"uncharacterized, DUF2384, DNA binding",['Toxin-Antitoxin & Phage Defense'],Low,Protein of unknown function with DUF2384 domain; only general DNA binding GO term available; no KO or COG.
BFJEKD_17535,Hypothetical protein,,-2.36917984376655,,"hypothetical protein, unknown function",['Secretion & Transport Systems'],Low,No functional annotation available; sequence and domain searches did not yield significant hits.
BFJEKD_05850,PadR family transcriptional regulator,K10947,-2.36525828552662,Two-component system,"transcriptional regulator, PadR family, two-component system",['Carbon Concentrating & Fixation'],High,KO and COG consistent with PadR family transcriptional regulator; involved in regulation of gene expression.
BFJEKD_18285,Periplasmic serine protease SppA,,-2.36224931802949,,"protease, serine protease, protein turnover",['Amino Acid Biosynthesis'],Medium,No KO or EC assigned; GO and PFAM support protease function; EC could not be confidently assigned without KO.
